data,vendas,em_promocao,feriado_nacional,dia_da_semana_domingo,dia_da_semana_quarta-feira,dia_da_semana_quinta-feira,dia_da_semana_sabado,dia_da_semana_segunda-feira,dia_da_semana_sexta-feira,dia_da_semana_terca-feira
2025-02-02,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-03,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-04,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-07,190.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-08,151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-09,155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-10,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-11,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-12,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-02-14,140.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-15,284.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-16,138.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-02-17,89.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-18,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-02-19,152.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-20,122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-21,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-02-23,148.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-02-26,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-27,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-02-28,264.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-01,248.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-03,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-04,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-03-05,162.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-06,212.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-03-07,308.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-08,266.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-09,221.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,110.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-11,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-03-12,107.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-13,119.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-03-15,290.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-16,241.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-18,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-19,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-20,211.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-03-21,399.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,287.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-23,258.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-24,168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-03-25,309.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-03-26,215.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27,231.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-03-28,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-03-29,337.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-30,355.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-03-31,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-04-01,127.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-04-02,241.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-03,276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-04-05,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-04-06,438.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-04-07,135.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-08,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-04-09,212.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,245.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-04-11,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-04-12,342.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-04-13,349.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-15,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-04-16,215.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,378.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-04-20,452.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-04-22,193.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-04-24,354.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-04-25,556.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-26,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-04-27,291.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,192.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-04-29,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-04-30,182.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,315.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-05-02,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-03,589.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-05-04,398.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-05-05,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-05-06,219.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-07,246.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,341.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-05-09,481.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-10,292.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2025-05-11,277.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-05-12,256.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-13,166.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-05-15,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-17,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-05-18,297.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,258.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-05-20,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-21,246.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-05-22,229.0,0.0,0.0,,,,,,,
2025-05-23,240.0,0.0,0.0,,,,,,,
2025-05-24,465.0,1.0,0.0,,,,,,,
2025-05-26,219.0,0.0,0.0,,,,,,,
2025-05-27,246.0,0.0,0.0,,,,,,,
2025-05-28,238.0,0.0,0.0,,,,,,,
2025-05-29,268.0,0.0,0.0,,,,,,,
2025-05-30,446.0,1.0,0.0,,,,,,,
2025-05-31,617.0,1.0,0.0,,,,,,,
2025-06-01,257.0,0.0,0.0,,,,,,,
2025-06-02,203.0,0.0,0.0,,,,,,,
2025-06-03,225.0,0.0,0.0,,,,,,,
2025-06-04,223.0,0.0,0.0,,,,,,,
2025-06-05,241.0,0.0,0.0,,,,,,,
2025-06-06,269.0,0.0,0.0,,,,,,,
2025-06-07,398.0,1.0,0.0,,,,,,,
2025-06-08,287.0,1.0,0.0,,,,,,,
2025-06-09,164.0,0.0,0.0,,,,,,,
2025-06-10,174.0,0.0,0.0,,,,,,,
2025-06-11,181.0,0.0,0.0,,,,,,,
2025-06-12,207.0,1.0,0.0,,,,,,,
2025-06-13,199.0,0.0,0.0,,,,,,,
2025-06-14,296.0,1.0,0.0,,,,,,,
2025-06-15,242.0,0.0,0.0,,,,,,,
2025-06-16,127.0,0.0,0.0,,,,,,,
2025-06-17,88.0,0.0,0.0,,,,,,,
2025-06-18,151.0,0.0,0.0,,,,,,,
2025-06-19,564.0,0.0,0.0,,,,,,,
2025-06-20,249.0,0.0,0.0,,,,,,,
2025-06-22,209.0,0.0,0.0,,,,,,,
2025-06-23,128.0,0.0,0.0,,,,,,,
2025-06-24,141.0,0.0,0.0,,,,,,,
2025-06-25,146.0,0.0,0.0,,,,,,,
2025-06-27,159.0,0.0,0.0,,,,,,,
2025-06-28,229.0,0.0,0.0,,,,,,,
2025-06-29,268.0,1.0,0.0,,,,,,,
2025-06-30,142.0,0.0,0.0,,,,,,,
2025-07-02,132.0,0.0,0.0,,,,,,,
2025-07-03,139.0,0.0,0.0,,,,,,,
2025-07-04,230.0,1.0,0.0,,,,,,,
2025-07-06,152.0,0.0,0.0,,,,,,,
2025-07-07,117.0,0.0,0.0,,,,,,,
2025-07-08,115.0,0.0,0.0,,,,,,,
2025-07-09,112.0,0.0,0.0,,,,,,,
2025-07-10,95.0,0.0,0.0,,,,,,,
2025-07-11,247.0,1.0,0.0,,,,,,,
2025-07-12,193.0,1.0,0.0,,,,,,,
2025-07-14,111.0,1.0,0.0,,,,,,,
2025-07-15,98.0,1.0,0.0,,,,,,,
2025-07-16,109.0,1.0,0.0,,,,,,,
2025-07-18,138.0,0.0,0.0,,,,,,,
2025-07-19,759.0,1.0,0.0,,,,,,,
2025-07-21,92.0,0.0,0.0,,,,,,,
2025-07-22,99.0,0.0,0.0,,,,,,,
2025-07-23,100.0,0.0,0.0,,,,,,,
2025-07-24,62.0,0.0,0.0,,,,,,,
2025-07-25,126.0,1.0,0.0,,,,,,,
2025-07-26,255.0,1.0,0.0,,,,,,,
2025-07-27,148.0,1.0,0.0,,,,,,,
2025-07-28,78.0,0.0,0.0,,,,,,,
2025-07-29,111.0,0.0,0.0,,,,,,,
2025-07-30,105.0,0.0,0.0,,,,,,,
2025-07-31,111.0,0.0,0.0,,,,,,,
2025-08-01,127.0,0.0,0.0,,,,,,,
2025-08-02,178.0,1.0,0.0,,,,,,,
2025-08-03,100.0,0.0,0.0,,,,,,,
2025-08-04,76.0,0.0,0.0,,,,,,,
2025-08-06,89.0,0.0,0.0,,,,,,,
2025-08-08,576.0,1.0,0.0,,,,,,,
2025-08-09,291.0,1.0,0.0,,,,,,,
2025-08-10,201.0,1.0,0.0,,,,,,,
2025-08-12,99.0,0.0,0.0,,,,,,,
2025-08-13,90.0,0.0,0.0,,,,,,,
2025-08-14,92.0,0.0,0.0,,,,,,,
2025-08-15,116.0,0.0,0.0,,,,,,,
2025-08-17,169.0,0.0,0.0,,,,,,,
2025-08-18,140.0,1.0,0.0,,,,,,,
2025-08-19,103.0,0.0,0.0,,,,,,,
2025-08-20,88.0,0.0,0.0,,,,,,,
2025-08-21,154.0,0.0,0.0,,,,,,,
2025-08-22,165.0,0.0,0.0,,,,,,,
2025-08-23,192.0,1.0,0.0,,,,,,,
2025-08-24,154.0,0.0,0.0,,,,,,,
2025-08-25,105.0,0.0,0.0,,,,,,,
2025-08-26,387.0,0.0,0.0,,,,,,,
2025-08-27,141.0,0.0,0.0,,,,,,,
2025-08-28,171.0,0.0,0.0,,,,,,,
2025-08-30,275.0,0.0,0.0,,,,,,,
2025-08-31,158.0,0.0,0.0,,,,,,,
2025-09-01,111.0,0.0,0.0,,,,,,,
2025-09-02,89.0,0.0,0.0,,,,,,,
2025-09-03,150.0,0.0,0.0,,,,,,,
2025-09-05,334.0,1.0,0.0,,,,,,,
2025-09-07,206.0,1.0,0.0,,,,,,,
2025-09-08,126.0,0.0,0.0,,,,,,,
2025-09-09,137.0,0.0,0.0,,,,,,,
2025-09-11,162.0,0.0,0.0,,,,,,,
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
